,xrsa,xrsb
2017-09-05 19:30:00,1.8424846e-08,9.959849e-07
2017-09-05 19:31:00,1.7471038e-08,1.0063802e-06
2017-09-05 19:32:00,1.9106137e-08,1.0397202e-06
2017-09-05 19:33:00,2.3284729e-08,1.0489346e-06
2017-09-05 19:34:00,2.4329376e-08,1.0392846e-06
2017-09-05 19:35:00,2.6647282e-08,1.0324743e-06
2017-09-05 19:36:00,2.5737378e-08,1.0242767e-06
2017-09-05 19:37:00,2.1513369e-08,1.0023441e-06
2017-09-05 19:38:00,1.7514942e-08,9.801606e-07
2017-09-05 19:39:00,1.8239383e-08,9.550074e-07
2017-09-05 19:40:00,1.8197749e-08,9.4031e-07
2017-09-05 19:41:00,1.7295415e-08,9.255888e-07
2017-09-05 19:42:00,1.797065e-08,9.0189553e-07
2017-09-05 19:43:00,1.6562648e-08,8.895666e-07
2017-09-05 19:44:00,1.6199293e-08,8.856732e-07
2017-09-05 19:45:00,1.5100142e-08,8.810531e-07
2017-09-05 19:46:00,1.4109997e-08,8.6114505e-07
2017-09-05 19:47:00,1.4473353e-08,8.651682e-07
2017-09-05 19:48:00,1.5100142e-08,8.700581e-07
2017-09-05 19:49:00,1.797065e-08,8.660767e-07
2017-09-05 19:50:00,1.7925233e-08,8.620535e-07
2017-09-05 19:51:00,1.870039e-08,8.690097e-07
2017-09-05 19:52:00,1.7925231e-08,8.706189e-07
2017-09-05 19:53:00,1.8470265e-08,8.5206057e-07
2017-09-05 19:54:00,2.0014527e-08,8.767185e-07
2017-09-05 19:55:00,1.997365e-08,8.9761284e-07
2017-09-05 19:56:00,2.314847e-08,9.1941564e-07
2017-09-05 19:57:00,2.5464862e-08,9.397908e-07
2017-09-05 19:58:00,2.4583725e-08,9.546937e-07
2017-09-05 19:59:00,2.6963704e-08,9.512114e-07
2017-09-05 20:00:00,2.8598805e-08,9.564025e-07
2017-09-05 20:01:00,2.717415e-08,1.0196782e-06
2017-09-05 20:02:00,4.4177682e-08,1.2256928e-06
2017-09-05 20:03:00,5.4533317e-08,1.4443696e-06
2017-09-05 20:04:00,4.8765045e-08,1.4583857e-06
2017-09-05 20:05:00,4.4429e-08,1.4018066e-06
2017-09-05 20:06:00,4.254258e-08,1.3657238e-06
2017-09-05 20:07:00,4.48022e-08,1.3494301e-06
2017-09-05 20:08:00,5.0312334e-08,1.3912686e-06
2017-09-05 20:09:00,5.3125316e-08,1.4156885e-06
2017-09-05 20:10:00,5.7848936e-08,1.4483927e-06
2017-09-05 20:11:00,5.8939005e-08,1.4548816e-06
2017-09-05 20:12:00,6.269368e-08,1.4780817e-06
2017-09-05 20:13:00,6.552482e-08,1.5071823e-06
2017-09-05 20:14:00,6.874961e-08,1.5291149e-06
2017-09-05 20:15:00,6.958684e-08,1.543317e-06
2017-09-05 20:16:00,6.9930515e-08,1.5494902e-06
2017-09-05 20:17:00,6.98851e-08,1.563636e-06
2017-09-05 20:18:00,7.160649e-08,1.5995198e-06
2017-09-05 20:19:00,7.747015e-08,1.6415031e-06
2017-09-05 20:20:00,7.415452e-08,1.6538321e-06
2017-09-05 20:21:00,7.31553e-08,1.6460453e-06
2017-09-05 20:22:00,7.367005e-08,1.6352737e-06
2017-09-05 20:23:00,7.4199946e-08,1.6404649e-06
2017-09-05 20:24:00,7.079348e-08,1.6303421e-06
2017-09-05 20:25:00,6.870873e-08,1.6215994e-06
2017-09-05 20:26:00,6.6433216e-08,1.6212576e-06
2017-09-05 20:27:00,6.5615666e-08,1.6182728e-06
2017-09-05 20:28:00,6.3527885e-08,1.5982653e-06
2017-09-05 20:29:00,6.2481725e-08,1.571293e-06
2017-09-05 20:30:00,5.9211523e-08,1.5455968e-06
2017-09-05 20:31:00,5.9120683e-08,1.532619e-06
2017-09-05 20:32:00,5.773236e-08,1.5262555e-06
2017-09-05 20:33:00,5.3852027e-08,1.4982277e-06
2017-09-05 20:34:00,5.1126857e-08,1.4720124e-06
2017-09-05 20:35:00,5.2858855e-08,1.4548816e-06
2017-09-05 20:36:00,4.8765045e-08,1.439438e-06
2017-09-05 20:37:00,4.9809692e-08,1.4312619e-06
2017-09-05 20:38:00,4.6316938e-08,1.4203736e-06
2017-09-05 20:39:00,4.5994458e-08,1.4155078e-06
2017-09-05 20:40:00,4.4768132e-08,1.4216583e-06
2017-09-05 20:41:00,4.4631875e-08,1.4217882e-06
2017-09-05 20:42:00,4.210201e-08,1.4133525e-06
2017-09-05 20:43:00,4.4268518e-08,1.399596e-06
2017-09-05 20:44:00,4.6403233e-08,1.3889542e-06
2017-09-05 20:45:00,4.2760593e-08,1.3839923e-06
2017-09-05 20:46:00,4.0589544e-08,1.3753274e-06
2017-09-05 20:47:00,4.2996774e-08,1.3858395e-06
2017-09-05 20:48:00,4.1270834e-08,1.3923284e-06
2017-09-05 20:49:00,4.1267807e-08,1.4141009e-06
2017-09-05 20:50:00,4.2815095e-08,1.4417741e-06
2017-09-05 20:51:00,3.8727347e-08,1.4036192e-06
2017-09-05 20:52:00,3.7799275e-08,1.363669e-06
2017-09-05 20:53:00,4.149793e-08,1.3531353e-06
2017-09-05 20:54:00,4.018077e-08,1.3318516e-06
2017-09-05 20:55:00,3.9335966e-08,1.3282914e-06
2017-09-05 20:56:00,4.6494073e-08,1.3740297e-06
2017-09-05 20:57:00,6.57065e-08,1.5392377e-06
2017-09-05 20:58:00,1.0404053e-07,1.7167746e-06
2017-09-05 20:59:00,1.677595e-07,2.0582997e-06
2017-09-05 21:00:00,1.5690878e-07,2.00657e-06
2017-09-05 21:01:00,1.3551622e-07,1.937398e-06
2017-09-05 21:02:00,1.221417e-07,1.9021113e-06
2017-09-05 21:03:00,1.0812828e-07,1.8494082e-06
2017-09-05 21:04:00,9.5092894e-08,1.7977565e-06
2017-09-05 21:05:00,7.9289954e-08,1.729865e-06
2017-09-05 21:06:00,6.747786e-08,1.6635654e-06
2017-09-05 21:07:00,6.1164556e-08,1.60231e-06
2017-09-05 21:08:00,5.6168417e-08,1.5760947e-06
2017-09-05 21:09:00,6.084965e-08,1.6327647e-06
2017-09-05 21:10:00,7.4881235e-08,1.7908782e-06
2017-09-05 21:11:00,9.795432e-08,1.9675067e-06
2017-09-05 21:12:00,1.2758598e-07,2.1862613e-06
2017-09-05 21:13:00,1.11898096e-07,2.1511432e-06
2017-09-05 21:14:00,9.2731085e-08,2.0262962e-06
2017-09-05 21:15:00,7.9289954e-08,1.9149074e-06
2017-09-05 21:16:00,6.747786e-08,1.8069707e-06
2017-09-05 21:17:00,5.694055e-08,1.7324778e-06
2017-09-05 21:18:00,4.8946724e-08,1.6599316e-06
2017-09-05 21:19:00,4.4385096e-08,1.5943763e-06
2017-09-05 21:20:00,4.1134577e-08,1.5507879e-06
2017-09-05 21:21:00,3.8863604e-08,1.5039379e-06
2017-09-05 21:22:00,3.8545668e-08,1.453744e-06
2017-09-05 21:23:00,3.5593402e-08,1.4104975e-06
2017-09-05 21:24:00,3.672889e-08,1.3898626e-06
2017-09-05 21:25:00,3.8545668e-08,1.3633878e-06
2017-09-05 21:26:00,3.1564696e-08,1.3223951e-06
2017-09-05 21:27:00,2.732706e-08,1.2938266e-06
2017-09-05 21:28:00,2.7281642e-08,1.2698175e-06
2017-09-05 21:29:00,2.726196e-08,1.2481272e-06
2017-09-05 21:30:00,2.8507966e-08,1.2365942e-06
2017-09-05 21:31:00,2.6282413e-08,1.2077834e-06
2017-09-05 21:32:00,2.5374023e-08,1.1769956e-06
2017-09-05 21:33:00,2.319389e-08,1.1554827e-06
2017-09-05 21:34:00,2.0150786e-08,1.1378328e-06
2017-09-05 21:35:00,2.310305e-08,1.1149593e-06
2017-09-05 21:36:00,2.2256733e-08,1.0992151e-06
2017-09-05 21:37:00,2.0604979e-08,1.0732032e-06
2017-09-05 21:38:00,1.4791289e-08,1.053347e-06
2017-09-05 21:39:00,1.3651261e-08,1.0442668e-06
2017-09-05 21:40:00,1.5109226e-08,1.0222002e-06
2017-09-05 21:41:00,1.6017614e-08,1.0198642e-06
2017-09-05 21:42:00,1.6988077e-08,1.0206818e-06
2017-09-05 21:43:00,1.6653487e-08,1.0223484e-06
2017-09-05 21:44:00,1.7334779e-08,1.0193451e-06
2017-09-05 21:45:00,1.7016843e-08,1.0280402e-06
2017-09-05 21:46:00,2.172987e-08,1.0239436e-06
2017-09-05 21:47:00,2.0877497e-08,1.0336207e-06
2017-09-05 21:48:00,1.7607295e-08,1.0163602e-06
2017-09-05 21:49:00,1.7383227e-08,1.0188e-06
2017-09-05 21:50:00,1.90153e-08,1.0162304e-06
2017-09-05 21:51:00,1.974201e-08,1.0027334e-06
2017-09-05 21:52:00,1.8349146e-08,9.981003e-07
2017-09-05 21:53:00,1.797065e-08,1.0062374e-06
2017-09-05 21:54:00,1.8197749e-08,9.878089e-07
2017-09-05 21:55:00,1.9469493e-08,9.844347e-07
2017-09-05 21:56:00,1.7910093e-08,9.796588e-07
2017-09-05 21:57:00,1.8697362e-08,9.709377e-07
2017-09-05 21:58:00,2.0832077e-08,9.75999e-07
2017-09-05 21:59:00,2.0763949e-08,9.899459e-07
2017-09-05 22:00:00,1.8424846e-08,9.854729e-07
2017-09-05 22:01:00,2.0059947e-08,1.0018249e-06
2017-09-05 22:02:00,1.892446e-08,1.0002676e-06
2017-09-05 22:03:00,2.0324894e-08,1.0085129e-06
2017-09-05 22:04:00,1.7561877e-08,9.802817e-07
2017-09-05 22:05:00,1.5790517e-08,9.613341e-07
2017-09-05 22:06:00,1.5100142e-08,9.516829e-07
2017-09-05 22:07:00,1.6063034e-08,9.4640956e-07
2017-09-05 22:08:00,1.728936e-08,9.4770735e-07
2017-09-05 22:09:00,1.7997904e-08,9.597119e-07
2017-09-05 22:10:00,1.6744327e-08,9.715866e-07
2017-09-05 22:11:00,1.797065e-08,9.541963e-07
2017-09-05 22:12:00,1.9696591e-08,9.66655e-07
2017-09-05 22:13:00,2.2564073e-08,1.0160401e-06
2017-09-05 22:14:00,2.0059947e-08,1.0112988e-06
2017-09-05 22:15:00,1.7788974e-08,9.874195e-07
2017-09-05 22:16:00,2.3486088e-08,1.0145346e-06
2017-09-05 22:17:00,2.1013754e-08,1.0215513e-06
2017-09-05 22:18:00,2.4465633e-08,1.0503621e-06
2017-09-05 22:19:00,2.335437e-08,1.0677264e-06
2017-09-05 22:20:00,3.6365535e-08,1.1981798e-06
2017-09-05 22:21:00,5.2035247e-08,1.347425e-06
2017-09-05 22:22:00,4.2360902e-08,1.2731917e-06
2017-09-05 22:23:00,3.288186e-08,1.1983226e-06
2017-09-05 22:24:00,3.5547984e-08,1.2186848e-06
2017-09-05 22:25:00,4.840169e-08,1.3328898e-06
2017-09-05 22:26:00,3.714069e-08,1.25026e-06
2017-09-05 22:27:00,3.727392e-08,1.2368538e-06
2017-09-05 22:28:00,3.563882e-08,1.2503508e-06
2017-09-05 22:29:00,3.7272407e-08,1.2559053e-06
2017-09-05 22:30:00,4.1089155e-08,1.2711154e-06
2017-09-05 22:31:00,3.836399e-08,1.2603438e-06
2017-09-05 22:32:00,3.3594947e-08,1.252557e-06
2017-09-05 22:33:00,3.2574523e-08,1.2492563e-06
2017-09-05 22:34:00,3.164191e-08,1.2382814e-06
2017-09-05 22:35:00,2.9461775e-08,1.2173871e-06
2017-09-05 22:36:00,3.1213453e-08,1.2042188e-06
2017-09-05 22:37:00,3.3504108e-08,1.213883e-06
2017-09-05 22:38:00,3.5320884e-08,1.220205e-06
2017-09-05 22:39:00,3.7228503e-08,1.2205018e-06
2017-09-05 22:40:00,4.0038454e-08,1.2268004e-06
2017-09-05 22:41:00,3.9681154e-08,1.231227e-06
2017-09-05 22:42:00,4.1543352e-08,1.2364644e-06
2017-09-05 22:43:00,4.0784847e-08,1.2365856e-06
2017-09-05 22:44:00,3.9635736e-08,1.2392918e-06
2017-09-05 22:45:00,3.9045283e-08,1.240228e-06
2017-09-05 22:46:00,3.5560095e-08,1.2392201e-06
2017-09-05 22:47:00,3.5275466e-08,1.2453404e-06
2017-09-05 22:48:00,3.5366305e-08,1.2468468e-06
2017-09-05 22:49:00,3.513921e-08,1.2582673e-06
2017-09-05 22:50:00,3.9555495e-08,1.2757268e-06
2017-09-05 22:51:00,3.9454058e-08,1.273062e-06
2017-09-05 22:52:00,4.0317026e-08,1.293567e-06
2017-09-05 22:53:00,4.1926388e-08,1.2975555e-06
2017-09-05 22:54:00,3.8863604e-08,1.2805891e-06
2017-09-05 22:55:00,3.58205e-08,1.2747491e-06
2017-09-05 22:56:00,3.6921165e-08,1.276605e-06
2017-09-05 22:57:00,3.6138434e-08,1.2891545e-06
2017-09-05 22:58:00,2.9961388e-08,1.271894e-06
2017-09-05 22:59:00,3.073352e-08,1.2500911e-06
2017-09-05 23:00:00,3.1959846e-08,1.2397089e-06
2017-09-05 23:01:00,3.264114e-08,1.2268608e-06
2017-09-05 23:02:00,3.2595718e-08,1.2175168e-06
2017-09-05 23:03:00,3.3057482e-08,1.2146314e-06
2017-09-05 23:04:00,3.2186943e-08,1.2114173e-06
2017-09-05 23:05:00,3.1914425e-08,1.2160383e-06
2017-09-05 23:06:00,3.5002948e-08,1.2472361e-06
2017-09-05 23:07:00,3.8984723e-08,1.2703323e-06
2017-09-05 23:08:00,3.7955214e-08,1.2878568e-06
2017-09-05 23:09:00,3.4685012e-08,1.2980305e-06
2017-09-05 23:10:00,3.1652508e-08,1.3038282e-06
2017-09-05 23:11:00,3.1914425e-08,1.3195228e-06
2017-09-05 23:12:00,3.3549526e-08,1.3061555e-06
2017-09-05 23:13:00,3.1081736e-08,1.2740959e-06
2017-09-05 23:14:00,2.9416356e-08,1.2487008e-06
2017-09-05 23:15:00,2.987055e-08,1.2347773e-06
2017-09-05 23:16:00,2.9552615e-08,1.2164786e-06
2017-09-05 23:17:00,2.879865e-08,1.1893549e-06
2017-09-05 23:18:00,2.4556472e-08,1.1713157e-06
2017-09-05 23:19:00,2.22855e-08,1.1471769e-06
2017-09-05 23:20:00,2.0895664e-08,1.1461386e-06
2017-09-05 23:21:00,2.6236993e-08,1.1387413e-06
2017-09-05 23:22:00,2.737248e-08,1.1297865e-06
2017-09-05 23:23:00,2.3398277e-08,1.1233019e-06
2017-09-05 23:24:00,2.0650399e-08,1.1120069e-06
2017-09-05 23:25:00,2.1967564e-08,1.1001971e-06
2017-09-05 23:26:00,2.2103823e-08,1.09305e-06
2017-09-05 23:27:00,1.9885839e-08,1.0871717e-06
2017-09-05 23:28:00,1.8788201e-08,1.0700884e-06
2017-09-05 23:29:00,2.0514141e-08,1.0528279e-06
2017-09-05 23:30:00,1.9885839e-08,1.0401096e-06
2017-09-05 23:31:00,2.0741238e-08,1.0450412e-06
2017-09-05 23:32:00,2.0741238e-08,1.0395905e-06
2017-09-05 23:33:00,2.326656e-08,1.0328507e-06
2017-09-05 23:34:00,2.4193117e-08,1.0465985e-06
2017-09-05 23:35:00,2.6782027e-08,1.0386821e-06
2017-09-05 23:36:00,2.8825903e-08,1.052179e-06
2017-09-05 23:37:00,2.8008353e-08,1.0775118e-06
2017-09-05 23:38:00,2.6600349e-08,1.0854023e-06
2017-09-05 23:39:00,2.6827447e-08,1.0921508e-06
2017-09-05 23:40:00,2.5066685e-08,1.1095021e-06
2017-09-05 23:41:00,2.6963704e-08,1.1108389e-06
2017-09-05 23:42:00,3.0506424e-08,1.1273207e-06
2017-09-05 23:43:00,2.7599578e-08,1.1369243e-06
2017-09-05 23:44:00,2.4408102e-08,1.1491452e-06
2017-09-05 23:45:00,2.3557245e-08,1.1322987e-06
2017-09-05 23:46:00,3.0415585e-08,1.1395199e-06
2017-09-05 23:47:00,3.0993924e-08,1.1708485e-06
2017-09-05 23:48:00,3.332243e-08,1.1914314e-06
2017-09-05 23:49:00,3.6138434e-08,1.2037602e-06
2017-09-05 23:50:00,3.999455e-08,1.2140041e-06
2017-09-05 23:51:00,4.2905935e-08,1.2458086e-06
2017-09-05 23:52:00,4.5812783e-08,1.2766958e-06
2017-09-05 23:53:00,4.7084526e-08,1.2995368e-06
2017-09-05 23:54:00,4.6624276e-08,1.2969283e-06
2017-09-05 23:55:00,4.5449426e-08,1.3119956e-06
2017-09-05 23:56:00,4.231548e-08,1.3143316e-06
2017-09-05 23:57:00,4.153124e-08,1.3037027e-06
2017-09-05 23:58:00,3.9681154e-08,1.3008346e-06
2017-09-05 23:59:00,3.8727347e-08,1.2943457e-06
2017-09-06 00:00:00,3.796534e-08,1.2977052e-06
2017-09-06 00:01:00,3.791992e-08,1.3030262e-06
2017-09-06 00:02:00,3.6739014e-08,1.2995222e-06
2017-09-06 00:03:00,3.9237086e-08,1.3096449e-06
2017-09-06 00:04:00,4.4483038e-08,1.336933e-06
2017-09-06 00:05:00,5.1500347e-08,1.3842675e-06
2017-09-06 00:06:00,5.658733e-08,1.4439656e-06
2017-09-06 00:07:00,6.112322e-08,1.484967e-06
2017-09-06 00:08:00,6.589832e-08,1.559728e-06
2017-09-06 00:09:00,6.735174e-08,1.5717974e-06
2017-09-06 00:10:00,6.841153e-08,1.6018887e-06
2017-09-06 00:11:00,7.212079e-08,1.6654975e-06
2017-09-06 00:12:00,6.998607e-08,1.6917128e-06
2017-09-06 00:13:00,6.485367e-08,1.6545961e-06
2017-09-06 00:14:00,5.6293615e-08,1.5859563e-06
2017-09-06 00:15:00,5.386216e-08,1.5339022e-06
2017-09-06 00:16:00,5.0773636e-08,1.4962663e-06
2017-09-06 00:17:00,4.7732044e-08,1.4577438e-06
2017-09-06 00:18:00,4.48691e-08,1.4155441e-06
2017-09-06 00:19:00,4.3461096e-08,1.3903671e-06
2017-09-06 00:20:00,4.2870646e-08,1.3667475e-06
2017-09-06 00:21:00,3.974124e-08,1.3415747e-06
2017-09-06 00:22:00,3.8419536e-08,1.3082173e-06
2017-09-06 00:23:00,3.805618e-08,1.2752536e-06
2017-09-06 00:24:00,3.614099e-08,1.2629159e-06
2017-09-06 00:25:00,3.351423e-08,1.2528019e-06
2017-09-06 00:26:00,3.1424936e-08,1.2485192e-06
2017-09-06 00:27:00,3.126748e-08,1.253507e-06
2017-09-06 00:28:00,3.2015386e-08,1.249817e-06
2017-09-06 00:29:00,3.6693596e-08,1.2396943e-06
2017-09-06 00:30:00,3.542185e-08,1.2627995e-06
2017-09-06 00:31:00,3.4516486e-08,1.2636687e-06
2017-09-06 00:32:00,3.537643e-08,1.2587717e-06
2017-09-06 00:33:00,3.455888e-08,1.2430685e-06
2017-09-06 00:34:00,3.078452e-08,1.2350655e-06
2017-09-06 00:35:00,3.0516542e-08,1.2485516e-06
2017-09-06 00:36:00,3.1424936e-08,1.2552676e-06
2017-09-06 00:37:00,3.495554e-08,1.2558907e-06
2017-09-06 00:38:00,3.514933e-08,1.2434579e-06
2017-09-06 00:39:00,3.6012302e-08,1.2403432e-06
2017-09-06 00:40:00,3.7511146e-08,1.246313e-06
2017-09-06 00:41:00,3.899485e-08,1.2583997e-06
2017-09-06 00:42:00,4.3733614e-08,1.2694136e-06
2017-09-06 00:43:00,4.4914522e-08,1.2701922e-06
2017-09-06 00:44:00,4.3868358e-08,1.2767158e-06
2017-09-06 00:45:00,4.741259e-08,1.288491e-06
2017-09-06 00:46:00,5.0092343e-08,1.3109427e-06
2017-09-06 00:47:00,5.4054436e-08,1.3098353e-06
2017-09-06 00:48:00,5.831327e-08,1.3301499e-06
2017-09-06 00:49:00,6.23556e-08,1.3710301e-06
2017-09-06 00:50:00,6.430864e-08,1.3976347e-06
2017-09-06 00:51:00,6.393317e-08,1.4009138e-06
2017-09-06 00:52:00,6.476284e-08,1.4158037e-06
2017-09-06 00:53:00,6.4671994e-08,1.4365683e-06
2017-09-06 00:54:00,6.349411e-08,1.4562384e-06
2017-09-06 00:55:00,6.308231e-08,1.4731658e-06
2017-09-06 00:56:00,6.408154e-08,1.5028851e-06
2017-09-06 00:57:00,6.903227e-08,1.5414292e-06
2017-09-06 00:58:00,7.016775e-08,1.5670129e-06
2017-09-06 00:59:00,6.939562e-08,1.604242e-06
2017-09-06 01:00:00,6.653419e-08,1.6180542e-06
2017-09-06 01:01:00,6.476738e-08,1.6175703e-06
2017-09-06 01:02:00,6.226476e-08,1.6167007e-06
2017-09-06 01:03:00,6.0039206e-08,1.6091736e-06
2017-09-06 01:04:00,5.633752e-08,1.5968707e-06
2017-09-06 01:05:00,5.3998416e-08,1.5996998e-06
2017-09-06 01:06:00,4.7003816e-08,1.5817903e-06
2017-09-06 01:07:00,4.582291e-08,1.5584302e-06
2017-09-06 01:08:00,4.5756295e-08,1.5374061e-06
2017-09-06 01:09:00,4.4914522e-08,1.507557e-06
2017-09-06 01:10:00,4.232561e-08,1.4823801e-06
2017-09-06 01:11:00,4.2419476e-08,1.4743035e-06
2017-09-06 01:12:00,4.577749e-08,1.4767995e-06
2017-09-06 01:13:00,4.8184724e-08,1.5017171e-06
2017-09-06 01:14:00,5.361538e-08,1.5767982e-06
2017-09-06 01:15:00,5.4316356e-08,1.6204643e-06
2017-09-06 01:16:00,5.1909122e-08,1.6186475e-06
2017-09-06 01:17:00,5.2408737e-08,1.6208537e-06
2017-09-06 01:18:00,4.724908e-08,1.5887163e-06
2017-09-06 01:19:00,4.5550394e-08,1.5437653e-06
2017-09-06 01:20:00,4.3597357e-08,1.5060878e-06
2017-09-06 01:21:00,4.2419476e-08,1.4837125e-06
2017-09-06 01:22:00,4.2825224e-08,1.4622643e-06
2017-09-06 01:23:00,4.1371802e-08,1.4372172e-06
2017-09-06 01:24:00,3.778366e-08,1.4229415e-06
2017-09-06 01:25:00,3.899485e-08,1.4050537e-06
2017-09-06 01:26:00,3.6602756e-08,1.3908862e-06
2017-09-06 01:27:00,3.696611e-08,1.3727172e-06
2017-09-06 01:28:00,3.5789746e-08,1.3592635e-06
2017-09-06 01:29:00,3.5648945e-08,1.3506549e-06
2017-09-06 01:30:00,3.5194752e-08,1.3335241e-06
2017-09-06 01:31:00,3.214559e-08,1.3080876e-06
2017-09-06 01:32:00,3.2469583e-08,1.3021178e-06
2017-09-06 01:33:00,3.2832936e-08,1.2878421e-06
2017-09-06 01:34:00,2.9608154e-08,1.2699327e-06
2017-09-06 01:35:00,2.872096e-08,1.2566434e-06
2017-09-06 01:36:00,3.0244028e-08,1.2595735e-06
2017-09-06 01:37:00,3.278752e-08,1.2609779e-06
2017-09-06 01:38:00,3.0213748e-08,1.2661777e-06
2017-09-06 01:39:00,3.1288675e-08,1.2743451e-06
2017-09-06 01:40:00,2.9835252e-08,1.2570846e-06
2017-09-06 01:41:00,3.0916237e-08,1.2449763e-06
2017-09-06 01:42:00,2.820015e-08,1.2430685e-06
2017-09-06 01:43:00,2.720092e-08,1.2308693e-06
2017-09-06 01:44:00,2.915396e-08,1.2508552e-06
2017-09-06 01:45:00,2.9862502e-08,1.2434708e-06
2017-09-06 01:46:00,2.8336407e-08,1.2319076e-06
2017-09-06 01:47:00,2.910854e-08,1.2364499e-06
2017-09-06 01:48:00,2.8501432e-08,1.2398241e-06
2017-09-06 01:49:00,2.6610467e-08,1.2587717e-06
2017-09-06 01:50:00,2.815473e-08,1.2848573e-06
2017-09-06 01:51:00,3.693129e-08,1.3551236e-06
2017-09-06 01:52:00,3.5648945e-08,1.3542887e-06
2017-09-06 01:53:00,3.9373344e-08,1.3396237e-06
2017-09-06 01:54:00,4.0281734e-08,1.3503953e-06
2017-09-06 01:55:00,4.2726818e-08,1.3716833e-06
2017-09-06 01:56:00,4.7003816e-08,1.3890693e-06
2017-09-06 01:57:00,5.3953e-08,1.4455229e-06
2017-09-06 01:58:00,6.964088e-08,1.560113e-06
2017-09-06 01:59:00,8.942562e-08,1.6978123e-06
2017-09-06 02:00:00,9.5784344e-08,1.7954058e-06
2017-09-06 02:01:00,1.0082591e-07,1.8992286e-06
2017-09-06 02:02:00,8.957399e-08,1.8446394e-06
2017-09-06 02:03:00,8.897142e-08,1.8168192e-06
2017-09-06 02:04:00,9.374047e-08,1.8079943e-06
2017-09-06 02:05:00,9.967225e-08,1.8001037e-06
2017-09-06 02:06:00,1.0427779e-07,1.8147427e-06
2017-09-06 02:07:00,1.119991e-07,1.8371944e-06
2017-09-06 02:08:00,1.2030785e-07,1.8629555e-06
2017-09-06 02:09:00,1.2735089e-07,1.9076642e-06
2017-09-06 02:10:00,1.36026e-07,1.9612626e-06
2017-09-06 02:11:00,1.4088589e-07,2.007853e-06
2017-09-06 02:12:00,1.4515835e-07,2.0510088e-06
2017-09-06 02:13:00,1.4447403e-07,2.0866287e-06
2017-09-06 02:14:00,1.416126e-07,2.1241347e-06
2017-09-06 02:15:00,1.3870425e-07,2.1304202e-06
2017-09-06 02:16:00,1.3321e-07,2.1290662e-06
2017-09-06 02:17:00,1.2830469e-07,2.1474948e-06
2017-09-06 02:18:00,1.2294217e-07,2.1265312e-06
2017-09-06 02:19:00,1.2221848e-07,2.1752674e-06
2017-09-06 02:20:00,1.6804674e-07,2.6293624e-06
2017-09-06 02:21:00,1.152693e-07,2.2676697e-06
2017-09-06 02:22:00,1.00725984e-07,2.1127314e-06
2017-09-06 02:23:00,1.1704066e-07,2.268059e-06
2017-09-06 02:24:00,1.1645021e-07,2.3181535e-06
2017-09-06 02:25:00,1.02482204e-07,2.2433276e-06
2017-09-06 02:26:00,9.05611e-08,2.0949344e-06
2017-09-06 02:27:00,8.365734e-08,2.0070745e-06
2017-09-06 02:28:00,7.556813e-08,1.931578e-06
2017-09-06 02:29:00,7.16666e-08,1.9102597e-06
2017-09-06 02:30:00,7.793449e-08,1.941796e-06
2017-09-06 02:31:00,8.247643e-08,1.9677516e-06
2017-09-06 02:32:00,8.219786e-08,1.9864008e-06
2017-09-06 02:33:00,7.9478745e-08,1.9837144e-06
2017-09-06 02:34:00,7.661732e-08,1.978004e-06
2017-09-06 02:35:00,7.490954e-08,1.9680847e-06
2017-09-06 02:36:00,7.202995e-08,1.9433533e-06
2017-09-06 02:37:00,6.539871e-08,1.9149318e-06
2017-09-06 02:38:00,6.194683e-08,1.8937778e-06
2017-09-06 02:39:00,5.914747e-08,1.8594428e-06
2017-09-06 02:40:00,5.6360232e-08,1.8338202e-06
2017-09-06 02:41:00,5.4316356e-08,1.8051392e-06
2017-09-06 02:42:00,5.1815256e-08,1.7792786e-06
2017-09-06 02:43:00,5.118241e-08,1.7521895e-06
2017-09-06 02:44:00,4.9956085e-08,1.7277912e-06
2017-09-06 02:45:00,4.549286e-08,1.7040071e-06
2017-09-06 02:46:00,4.4006132e-08,1.7131262e-06
2017-09-06 02:47:00,4.6912977e-08,1.7101413e-06
2017-09-06 02:48:00,4.409697e-08,1.708584e-06
2017-09-06 02:49:00,4.1541366e-08,1.7124124e-06
2017-09-06 02:50:00,3.8192436e-08,1.6984612e-06
2017-09-06 02:51:00,3.801076e-08,1.6900257e-06
2017-09-06 02:52:00,3.899485e-08,1.697609e-06
2017-09-06 02:53:00,4.2598128e-08,1.7006674e-06
2017-09-06 02:54:00,4.868434e-08,1.7154622e-06
2017-09-06 02:55:00,4.9137018e-08,1.7321084e-06
2017-09-06 02:56:00,5.1591186e-08,1.7506321e-06
2017-09-06 02:57:00,5.1545765e-08,1.7525789e-06
2017-09-06 02:58:00,5.6178553e-08,1.8012457e-06
2017-09-06 02:59:00,6.7050465e-08,1.8867914e-06
2017-09-06 03:00:00,1.3007606e-07,2.2724714e-06
2017-09-06 03:01:00,1.2694211e-07,2.3568275e-06
2017-09-06 03:02:00,9.190098e-08,2.2498511e-06
2017-09-06 03:03:00,6.471741e-08,2.0853308e-06
2017-09-06 03:04:00,5.122783e-08,1.949323e-06
2017-09-06 03:05:00,5.027402e-08,1.8942969e-06
2017-09-06 03:06:00,4.1673083e-08,1.789064e-06
2017-09-06 03:07:00,3.987296e-08,1.712088e-06
2017-09-06 03:08:00,4.15989e-08,1.6792541e-06
